"uid","domainID","siteID","plotID","trapCoordinate","date","eventID","trapStatus","duplicateTrapCoordinateQF"
"0B09968D5FB844BBAD1801EA51092888","D08","TALL","TALL_015","B7","2014-05-28","MAM.TALL.2014.06",6,0
"BB6A8C89F3324D6F91F3D6D4EA520F26","D08","TALL","TALL_015","B1","2014-05-28","MAM.TALL.2014.06",6,0
"FA7288555421447EA8334750F7A319B6","D08","TALL","TALL_015","B3","2014-05-28","MAM.TALL.2014.06",6,0
"5AF74452AD92425C9B4D2C5700EA4A01","D08","TALL","TALL_015","B9","2014-05-28","MAM.TALL.2014.06",6,0
"3480DABE588546E3A89A36906C1B64CA","D08","TALL","TALL_015","E4","2014-05-28","MAM.TALL.2014.06",6,0
"1DC1E288F7A3482B943496EB8DFFF63E","D08","TALL","TALL_015","E6","2014-05-28","MAM.TALL.2014.06",6,0
"CB72BD5982D241CAB1F6CBC4208EBED9","D08","TALL","TALL_015","E8","2014-05-28","MAM.TALL.2014.06",6,0
"49E6EF388F9A4E29B6F07D23C9EE2BDC","D08","TALL","TALL_015","E1","2014-05-28","MAM.TALL.2014.06",6,0
"BF837AC1E44E4C7B99A2AC7A4205C20A","D08","TALL","TALL_015","E2","2014-05-28","MAM.TALL.2014.06",6,0
"7FAC97D0990B400DA3B8ECB64CECC9D7","D08","TALL","TALL_005","B10","2014-05-28","MAM.TALL.2014.06",6,0
"49AD2D5AA5294199BBA8638FBEA25A4E","D08","TALL","TALL_015","A6","2014-05-28","MAM.TALL.2014.06",6,0
"0886E90DF1184C4B904247441F8D0D83","D08","TALL","TALL_015","A4","2014-05-28","MAM.TALL.2014.06",5,0
"404D2FB4C6DE4DD3BA2C38801545CD32","D08","TALL","TALL_015","A2","2014-05-28","MAM.TALL.2014.06",6,0
"EE4969C2BA304AD48CEFA9D1B2A071F1","D08","TALL","TALL_015","A9","2014-05-28","MAM.TALL.2014.06",6,0
"47E26032889A4ED2BA1AEA3A2A2AEF6F","D08","TALL","TALL_015","A8","2014-05-28","MAM.TALL.2014.06",6,0
"164102FAD838498F933E71E7D69CDC47","D08","TALL","TALL_015","B5","2014-05-28","MAM.TALL.2014.06",6,0
"8A9A7402871545C3B62E7A449F191662","D08","TALL","TALL_015","D3","2014-05-28","MAM.TALL.2014.06",6,0
"462588055D064E1E8D8F345035F3ECE7","D08","TALL","TALL_015","D4","2014-05-28","MAM.TALL.2014.06",6,0
"BAE479D9641A47FA9E8F9862BC7BA80B","D08","TALL","TALL_015","D2","2014-05-28","MAM.TALL.2014.06",6,0
"A1DACD5F32F44DD98086C04E1C3CDE69","D08","TALL","TALL_015","D1","2014-05-28","MAM.TALL.2014.06",6,0
"6AFC14557BAD49A6A14CA78E387E0837","D08","TALL","TALL_015","C6","2014-05-28","MAM.TALL.2014.06",6,0
"DB6B3177CB3A49AEA57B661ADA292EA2","D08","TALL","TALL_015","C8","2014-05-28","MAM.TALL.2014.06",6,0
"BD851B11D4864D1FAF7F232C40B0657D","D08","TALL","TALL_015","C2","2014-05-28","MAM.TALL.2014.06",6,0
